Tallahassee ,FL,"171,922"
Aurora ,IL,"171,782"
Ontario ,CA,"171,691"
Providence ,RI,"171,557"
Overland Park ,KS,"171,231"
Rancho Cucamonga ,CA,"171,176"
Chattanooga ,TN,"170,880"
Oceanside ,CA,"169,684"
Santa Clarita ,CA,"169,500"
Garden Grove ,CA,"165,796"
Vancouver ,WA,"163,186"
Grand Prairie ,TX,"160,641"
Peoria ,AZ,"157,960"
Rockford ,IL,"157,272"
Cape Coral ,FL,"156,835"
Springfield ,MO,"156,206"
Santa Rosa ,CA,"155,796"
Sioux Falls ,SD,"154,997"
Port St. Lucie ,FL,"154,353"
Dayton ,OH,"154,200"
Salem ,OR,"153,435"
Pomona ,CA,"152,699"
Springfield ,MA,"150,640"
Eugene ,OR,"150,104"
Corona ,CA,"149,923"
Pasadena ,TX,"146,439"
Joliet ,IL,"146,125"
Pembroke Pines ,FL,"145,661"
Paterson ,NJ,"145,643"
Hampton ,VA,"145,494"
Lancaster ,CA,"145,469"
Alexandria ,VA,"143,885"
Salinas ,CA,"143,640"
Palmdale ,CA,"143,197"
Naperville ,IL,"143,117"
Pasadena ,CA,"143,080"
Kansas City ,KS,"142,562"
Hayward ,CA,"142,061"
Hollywood ,FL,"141,740"
Lakewood ,CO,"140,989"
Torrance ,CA,"140,820"
Syracuse ,NY,"138,068"
Escondido ,CA,"137,103"
Fort Collins ,CO,"136,509"
Bridgeport ,CT,"136,405"
Orange ,CA,"136,392"
Warren ,MI,"133,939"
Elk Grove ,CA,"133,003"
Savannah ,GA,"132,410"
Mesquite ,TX,"132,123"
Sunnyvale ,CA,"132,109"
Fullerton ,CA,"131,868"
McAllen ,TX,"129,776"
Cary,NC,"129,545"
Cedar Rapids ,IA,"128,056"
Sterling Heights ,MI,"127,160"
Columbia ,SC,"127,029"
Coral Springs ,FL,"125,783"
Carrollton ,TX,"125,595"
Elizabeth ,NJ,"124,755"
Hartford ,CT,"124,062"
Waco ,TX,"124,009"
Bellevue ,WA,"123,771"
New Haven ,CT,"123,669"
West Valley City ,UT,"123,447"
Topeka ,KS,"123,446"
Thousand Oaks ,CA,"123,091"
El Monte ,CA,"121,791"
McKinney ,TX,"121,211"
Concord ,CA,"121,160"
Visalia ,CA,"121,040"
Simi Valley ,CA,"120,543"
Olathe ,KS,"119,993"
Clarksville ,TN,"119,735"
Denton ,TX,"119,454"
Stamford ,CT,"119,303"
Provo ,UT,"118,581"
Springfield ,IL,"117,352"
Killeen ,TX,"116,934"
Abilene ,TX,"116,484"
Evansville ,IN,"116,309"
Gainesville ,FL,"114,916"
Vallejo ,CA,"114,729"
Ann Arbor ,MI,"114,386"
Peoria ,IL,"114,114"
Lansing ,MI,"113,968"
Lafayette ,LA,"113,656"
Thornton ,CO,"113,429"
Athens,GA,"113,398"
Flint ,MI,"112,900"
Inglewood ,CA,"112,714"
Roseville ,CA,"112,660"
Charleston ,SC,"111,978"
Beaumont ,TX,"110,553"
Independence ,MO,"110,440"
Victorville ,CA,"110,318"
Santa Clara ,CA,"110,200"
Costa Mesa ,CA,"110,080"
Miami Gardens ,FL,"109,346"
Manchester ,NH,"108,586"
Miramar ,FL,"108,484"
Downey ,CA,"107,587"
Arvada ,CO,"107,361"
Allentown ,PA,"107,250"
Westminster ,CO,"107,056"
Waterbury ,CT,"107,037"
Norman ,OK,"106,957"
Midland ,TX,"106,561"
Elgin ,IL,"106,330"
West Covina ,CA,"105,790"
Clearwater ,FL,"105,774"
Cambridge ,MA,"105,596"
Pueblo ,CO,"104,951"
West Jordan ,UT,"104,447"
Round Rock ,TX,"104,446"
Billings ,MT,"103,994"
Erie ,PA,"103,817"
South Bend ,IN,"103,807"
Ventura,CA,"103,706"
Fairfield ,CA,"103,683"
Lowell ,MA,"103,615"
Norwalk ,CA,"102,982"
Burbank ,CA,"102,968"
Richmond ,CA,"102,285"
Pompano Beach ,FL,"101,943"
High Point ,NC,"101,835"
Murfreesboro ,TN,"101,753"
Lewisville ,TX,"101,624"
Richardson ,TX,"101,589"
Daly City ,CA,"101,514"
Berkeley ,CA,"101,371"
Gresham ,OR,"101,221"
Wichita Falls ,TX,"101,202"
Green Bay ,WI,"101,025"
Davenport ,IA,"100,827"
Palm Bay ,FL,"100,786"
Columbia ,MO,"100,733"
Portsmouth ,VA,"100,577"
Rochester ,MN,"100,413"
Antioch ,CA,"100,219"
Wilmington ,NC,"100,192"
Centennial ,CO,"99,680"
Odessa ,TX,"98,801"
West Palm Beach ,FL,"98,779"
Rialto ,CA,"98,700"
Everett ,WA,"98,212"
Murrieta ,CA,"97,918"
Tyler ,TX,"97,705"
Temecula ,CA,"97,100"
Kenosha ,WI,"96,950"
Frisco ,TX,"96,676"
Sandy ,UT,"96,660"
South Gate ,CA,"96,640"
Carlsbad ,CA,"96,374"
Gary ,IN,"95,920"
Mission Viejo ,CA,"94,461"
North Charleston ,SC,"94,407"
Boulder ,CO,"94,171"
Compton ,CA,"93,851"
Hillsboro ,OR,"93,638"
Albany ,NY,"93,539"
Fargo ,ND,"93,531"
Lakeland ,FL,"93,333"
Orem ,UT,"93,250"
Brockton ,MA,"93,007"
Roanoke ,VA,"92,967"
Broken Arrow ,OK,"92,931"
Surprise ,AZ,"92,897"
Macon ,GA,"92,775"
El Cajon ,CA,"92,718"
Carson ,CA,"92,366"
Quincy ,MA,"92,339"
Clovis ,CA,"92,318"
San Mateo ,CA,"92,256"
Vacaville ,CA,"92,219"
San Angelo ,TX,"91,880"
Las Cruces ,NM,"91,865"
Beaverton ,OR,"91,757"
Greeley ,CO,"91,492"
New Bedford ,MA,"91,365"
Livonia ,MI,"91,220"
Vista ,CA,"91,144"
Fall River ,MA,"90,931"
Waukegan ,IL,"90,788"
Lawrence ,KS,"90,520"
Davie,FL,"90,238"
Tuscaloosa ,AL,"90,221"
Redding ,CA,"90,201"
Lawton ,OK,"90,091"
Yuma ,AZ,"90,041"
Sunrise ,FL,"89,026"
Westminster ,CA,"88,975"
Sparks ,NV,"88,602"
Santa Monica ,CA,"87,664"
Roswell ,GA,"87,657"
Lynn ,MA,"86,957"
Nashua ,NH,"86,576"
Dearborn ,MI,"86,477"
Santa Maria ,CA,"86,356"
Spokane Valley ,WA,"86,144"
Santa Barbara ,CA,"86,093"
Alhambra ,CA,"85,953"
Longmont ,CO,"85,928"
Hesperia ,CA,"85,883"
Boca Raton ,FL,"85,670"
Fort Smith ,AR,"84,716"
Miami Beach ,FL,"84,633"
Warwick ,RI,"84,483"
Indio ,CA,"84,443"
Citrus Heights ,CA,"84,432"
Deltona ,FL,"84,408"
Federal Way ,WA,"84,309"
Hawthorne ,CA,"84,305"
Duluth ,MN,"84,284"
Lee's Summit ,MO,"84,208"
College Station ,TX,"84,128"
Yakima ,WA,"84,074"
Kent ,WA,"83,978"
Chico ,CA,"83,791"
Plantation ,FL,"83,628"
Norwalk ,CT,"83,185"
Chino ,CA,"83,031"
Pearland ,TX,"82,903"
Trenton ,NJ,"82,883"
Ogden ,UT,"82,865"
Sioux City ,IA,"82,807"
Sandy Springs ,GA,"82,674"
Suffolk ,VA,"82,302"
Whittier ,CA,"82,267"
Racine ,WI,"82,196"
Newton ,MA,"82,139"
Avondale ,AZ,"81,299"
Bloomington ,MN,"81,280"
Allen ,TX,"81,268"
Sugar Land ,TX,"80,704"
Reading ,PA,"80,506"
Cicero,IL,"80,414"
Nampa ,ID,"80,362"
Troy ,MI,"80,264"
Livermore ,CA,"80,188"
Cranston ,RI,"79,980"
Newport Beach ,CA,"79,661"
Rio Rancho ,NM,"79,655"
Greenville ,NC,"79,629"
Edmond ,OK,"79,559"
Champaign ,IL,"79,389"
Camden ,NJ,"79,383"
Buena Park ,CA,"79,379"
Danbury ,CT,"79,256"
Tracy ,CA,"79,196"
San Marcos ,CA,"79,114"
Westland ,MI,"78,961"
Bellingham ,WA,"78,905"
Farmington Hills ,MI,"78,522"
Lakewood ,CA,"78,444"
Canton ,OH,"78,362"
Clifton ,NJ,"78,219"
Parma ,OH,"77,947"
San Leandro ,CA,"77,880"
Evanston ,IL,"77,693"
Baldwin Park ,CA,"77,380"
Melbourne ,FL,"77,351"
Longview ,TX,"77,211"
Bend ,OR,"77,181"
Merced ,CA,"77,160"
O'Fallon ,MO,"76,819"
Hammond ,IN,"76,732"
Decatur ,IL,"76,256"
Jacksonville ,NC,"76,233"
St. Joseph ,MO,"76,197"
Albany ,GA,"75,831"
Somerville ,MA,"75,662"
Lake Forest ,CA,"75,566"
Southfield ,MI,"75,392"
Missouri City ,TX,"74,723"
Deerfield Beach ,FL,"74,584"
Napa ,CA,"74,547"
Asheville ,NC,"74,543"
New Rochelle ,NY,"74,115"
Redwood City ,CA,"74,060"
Chino Hills ,CA,"73,879"
Arlington Heights,IL,"73,399"
Fayetteville ,AR,"73,372"
Medford ,OR,"73,212"
Bellflower ,CA,"73,033"
Bloomington ,IL,"73,026"
Youngstown ,OH,"72,925"
Largo ,FL,"72,732"
St. George ,UT,"72,718"
Lynchburg ,VA,"72,596"
Wilmington ,DE,"72,592"
Gastonia ,NC,"72,505"
Bryan ,TX,"72,357"
Palm Coast ,FL,"72,316"
Bethlehem ,PA,"72,241"
Scranton ,PA,"72,233"
Kalamazoo ,MI,"72,179"
Union City ,CA,"72,123"
Upland ,CA,"72,091"
Santa Fe ,NM,"71,831"
Bloomington ,IN,"71,819"
Tustin ,CA,"71,814"
Pawtucket ,RI,"71,765"
Schaumburg,IL,"71,716"
Edinburg ,TX,"71,520"
Plymouth ,MN,"71,486"
Mountain View ,CA,"71,348"
Brooklyn Park ,MN,"71,308"
League City ,TX,"71,222"
Lake Charles ,LA,"71,061"
Hoover ,AL,"71,020"
Hemet ,CA,"70,991"
Bolingbrook,IL,"70,823"
Alameda ,CA,"70,580"
New Britain ,CT,"70,486"
Wyoming ,MI,"70,462"
Baytown ,TX,"70,330"
Appleton ,WI,"70,305"
Lorain ,OH,"70,239"
Apple Valley,CA,"70,200"
Gulfport ,MS,"70,055"
Lynwood ,CA,"70,025"
Lawrence ,MA,"70,014"
Redlands ,CA,"69,689"
Flower Mound,TX,"69,307"
Rochester Hills ,MI,"69,014"
Fishers,IN,"69,011"
Mount Vernon ,NY,"68,653"
Turlock ,CA,"68,404"
Boynton Beach ,FL,"68,291"
Missoula ,MT,"68,202"
Springdale ,AR,"68,180"
Waukesha ,WI,"68,008"
Iowa City ,IA,"67,831"
Folsom ,CA,"67,788"
Marietta ,GA,"67,562"
Milpitas ,CA,"67,503"
Rock Hill ,SC,"67,339"
Mission ,TX,"67,119"
Palatine,IL,"67,080"
Lauderhill ,FL,"67,073"
St. Cloud ,MN,"66,948"
Kenner ,LA,"66,942"
Meridian ,ID,"66,916"
Passaic ,NJ,"66,884"
Redondo Beach ,CA,"66,882"
Pleasanton ,CA,"66,828"
Carmel ,IN,"66,769"
Waterloo ,IA,"66,662"
Skokie,IL,"66,620"
Dothan ,AL,"66,505"
Concord ,NC,"66,311"
Pontiac ,MI,"66,095"
Yorba Linda ,CA,"65,717"
Loveland ,CO,"65,587"
Layton ,UT,"65,514"
Rapid City ,SD,"65,491"
Mount Pleasant,SC,"65,472"
Eau Claire ,WI,"65,426"
Fort Myers ,FL,"65,394"
East Orange ,NJ,"65,390"
Pharr ,TX,"65,258"
North Richland Hills ,TX,"65,078"
Manteca ,CA,"65,028"
Muncie ,IN,"64,975"
Harlingen ,TX,"64,843"
Laguna Niguel ,CA,"64,469"
St. Charles ,MO,"64,386"
Daytona Beach ,FL,"64,211"
Pittsburg ,CA,"64,148"
Delray Beach ,FL,"64,092"
Lafayette ,IN,"64,049"
Eagan ,MN,"63,985"
Jonesboro ,AR,"63,960"
Oshkosh ,WI,"63,679"
Weston ,FL,"63,628"
Walnut Creek ,CA,"63,486"
Camarillo ,CA,"63,324"
Kennewick ,WA,"63,216"
Jackson ,TN,"63,158"
Pico Rivera ,CA,"63,138"
Davis ,CA,"62,593"
Portland ,ME,"62,561"
Victoria ,TX,"62,558"
Janesville ,WI,"62,516"
South San Francisco ,CA,"62,502"
Hamilton ,OH,"62,477"
Bossier City ,LA,"62,384"
Cedar Park ,TX,"62,308"
Kissimmee ,FL,"62,291"
Springfield ,OH,"62,269"
Renton ,WA,"62,266"
Rancho Cordova ,CA,"62,265"
Union City ,NJ,"62,183"
Johnson City ,TN,"61,990"
Montebello ,CA,"61,906"
Coon Rapids ,MN,"61,832"
Maple Grove ,MN,"61,542"
San Clemente ,CA,"61,465"
Warner Robins ,GA,"61,336"
Lodi ,CA,"61,301"
Haverhill ,MA,"61,275"
Monterey Park ,CA,"61,234"
Yuba City ,CA,"61,226"
Eden Prairie ,MN,"61,191"
Schenectady ,NY,"61,152"
Shawnee ,KS,"60,954"
Bristol ,CT,"60,927"
Huntington Park ,CA,"60,898"
Rockville ,MD,"60,734"
Taylor ,MI,"60,619"
Bismarck ,ND,"60,389"
Encinitas ,CA,"60,372"
St. Clair Shores ,MI,"60,364"
Waltham ,MA,"60,236"
Flagstaff ,AZ,"60,222"
Revere ,MA,"60,204"
Terre Haute ,IN,"60,007"
Greenville ,SC,"59,988"
Temple ,TX,"59,654"
Council Bluffs ,IA,"59,536"
Goodyear ,AZ,"59,508"
Johns Creek ,GA,"59,431"
North Little Rock ,AR,"59,430"
West Allis ,WI,"59,416"
Palo Alto ,CA,"59,395"
Tamarac ,FL,"59,340"
Great Falls ,MT,"59,251"
Frederick ,MD,"59,213"
Tinley Park,IL,"59,198"
Meriden ,CT,"59,186"
La Habra ,CA,"59,155"
Burnsville ,MN,"59,139"
Taylorsville ,UT,"58,785"
Vineland ,NJ,"58,780"
Gaithersburg ,MD,"58,744"
National City ,CA,"58,680"
Gardena ,CA,"58,554"
Franklin ,TN,"58,481"
Utica ,NY,"58,082"
Homestead ,FL,"57,936"
Conway ,AR,"57,544"
Bayonne ,NJ,"57,448"
White Plains ,NY,"57,342"
Anderson ,IN,"57,282"
Dubuque ,IA,"57,250"
Diamond Bar ,CA,"57,235"
Springfield ,OR,"57,224"
Royal Oak ,MI,"57,110"
Galveston ,TX,"57,086"
Des Plaines ,IL,"57,062"
Rocky Mount ,NC,"57,010"
Lakewood ,WA,"56,983"
Cheyenne ,WY,"56,915"
Rogers ,AR,"56,726"
Madera ,CA,"56,700"
Tulare ,CA,"56,654"
Lake Havasu City ,AZ,"56,553"
Ames ,IA,"56,510"
Midwest City ,OK,"56,394"
Arcadia ,CA,"56,248"
Woodbury ,MN,"56,128"
Santa Cruz ,CA,"56,124"
Auburn ,AL,"56,088"
Decatur ,AL,"56,068"
Port Arthur ,TX,"55,910"
North Miami ,FL,"55,908"
Rowlett ,TX,"55,780"
Taunton ,MA,"55,702"
Blue Springs ,MO,"55,698"
Perris ,CA,"55,643"
Saginaw ,MI,"55,620"
San Rafael ,CA,"55,602"
Malden ,MA,"55,597"
Medford ,MA,"55,573"
Fountain Valley ,CA,"55,516"
Owensboro ,KY,"55,516"
Orland Park,IL,"55,514"
St. Peters ,MO,"55,500"
Conroe ,TX,"55,429"
Auburn ,WA,"55,426"
West Des Moines ,IA,"55,426"
Pasco ,WA,"55,246"
Paramount ,CA,"55,236"
Bowling Green ,KY,"55,097"
Blaine ,MN,"55,042"
Elyria ,OH,"54,979"
Chicopee ,MA,"54,941"
North Port ,FL,"54,907"
Pocatello ,ID,"54,901"
Carson City,NV,"54,867"
Broomfield ,CO,"54,858"
Ocala ,FL,"54,801"
La Mesa ,CA,"54,673"
Petaluma ,CA,"54,666"
Lancaster ,PA,"54,626"
Port Orange ,FL,"54,616"
Woodland ,CA,"54,567"
Lakeville ,MN,"54,542"
Wellington,FL,"54,530"
Wheaton ,IL,"54,465"
Rosemead ,CA,"54,412"
Idaho Falls ,ID,"54,334"
Milford ,CT,"54,136"
Margate ,FL,"54,086"
Novi ,MI,"54,054"
Casper ,WY,"54,047"
Hempstead,NY,"53,915"
Santee ,CA,"53,860"
Pensacola ,FL,"53,820"
Kettering ,OH,"53,708"
Hoffman Estates,IL,"53,641"
Cupertino ,CA,"53,637"
New Braunfels ,TX,"53,547"
Bradenton ,FL,"53,513"
Mount Prospect,IL,"53,338"
Oak Lawn,IL,"53,244"
Delano ,CA,"53,051"
San Marcos ,TX,"52,927"
Rocklin ,CA,"52,811"
Novato ,CA,"52,785"
Elkhart ,IN,"52,653"
Moore ,OK,"52,615"
Euless ,TX,"52,579"
Bowie ,MD,"52,544"
Chapel Hill,NC,"52,542"
West Haven ,CT,"52,420"
Sarasota ,FL,"52,340"
Manhattan ,KS,"52,284"
Cathedral City ,CA,"52,095"
Normal,IL,"52,056"
Battle Creek ,MI,"52,053"
Shoreline ,WA,"52,005"
Hattiesburg ,MS,"51,993"
Dearborn Heights ,MI,"51,972"
Porterville ,CA,"51,830"
Mentor ,OH,"51,825"
Middletown ,OH,"51,422"
Niagara Falls ,NY,"51,345"
Peabody ,MA,"51,331"
Cerritos ,CA,"51,326"
Grand Forks ,ND,"51,313"
Monroe ,LA,"51,215"
New Brunswick ,NJ,"51,149"
South Jordan ,UT,"51,131"
Corvallis ,OR,"51,110"
Highland ,CA,"51,096"
Cuyahoga Falls ,OH,"51,090"
Lake Elsinore ,CA,"50,952"
La Crosse ,WI,"50,902"
Palm Desert ,CA,"50,876"
Burlington ,NC,"50,857"
Lakewood ,OH,"50,704"
Sanford ,FL,"50,634"
Florissant ,MO,"50,561"
Colton ,CA,"50,517"
Grapevine ,TX,"50,471"
Watsonville ,CA,"50,442"
Coconut Creek ,FL,"50,436"
Pine Bluff ,AR,"50,408"
Charleston ,WV,"50,302"
Hanford ,CA,"50,103"
Minnetonka ,MN,"50,081"
Mishawaka ,IN,"50,026"
Apple Valley ,MN,"50,004"
Gilroy ,CA,"49,934"
Berwyn ,IL,"49,919"
Alpharetta ,GA,"49,903"
Smyrna ,GA,"49,854"
La Mirada ,CA,"49,809"
Joplin ,MO,"49,775"
Yucaipa ,CA,"49,750"
Bellevue ,NE,"49,699"
Placentia ,CA,"49,692"
Grand Junction ,CO,"49,688"
Georgetown ,TX,"49,618"
Rancho Santa Margarita ,CA,"49,591"
Mansfield ,OH,"49,579"
Oak Park,IL,"49,557"
Redmond ,WA,"49,548"
Brentwood ,CA,"49,480"
Glendora ,CA,"49,410"
Downers Grove,IL,"49,250"
Palm Beach Gardens ,FL,"49,227"
Huntington ,WV,"49,185"
San Ramon ,CA,"49,161"
Bedford ,TX,"49,155"
Jupiter,FL,"48,879"
Poway ,CA,"48,858"
Perth Amboy ,NJ,"48,742"
Tigard ,OR,"48,713"
Logan ,UT,"48,657"
Alexandria ,LA,"48,639"
Valdosta ,GA,"48,547"
East Providence ,RI,"48,480"
Wilson ,NC,"48,433"
Albany ,OR,"48,081"
Middletown ,CT,"48,030"
Palm Springs ,CA,"47,952"
Sheboygan ,WI,"47,895"
Hendersonville ,TN,"47,725"
Greenwood ,IN,"47,720"
Stillwater ,OK,"47,653"
DeSoto ,TX,"47,568"
West Sacramento ,CA,"47,511"
Bartlett ,TN,"47,501"
Troy ,NY,"47,459"
Kentwood ,MI,"47,419"
Euclid ,OH,"47,415"
Enid ,OK,"47,396"
Kirkland ,WA,"47,303"
Buckeye,AZ,"47,261"
Newark ,OH,"47,236"
Pinellas Park ,FL,"47,173"
Harrisburg ,PA,"47,148"
Cypress ,CA,"47,123"
Covina ,CA,"46,944"
Azusa ,CA,"46,847"
Lenexa ,KS,"46,822"
Lehi ,UT,"46,802"
Roseville ,MI,"46,782"
Salina ,KS,"46,483"
West New York,NJ,"46,472"
Murray ,UT,"46,201"
Roswell ,NM,"46,198"
Barnstable Town ,MA,"46,184"
Glenview,IL,"46,180"
Richland ,WA,"46,155"
Altoona ,PA,"46,144"
Mansfield ,TX,"46,142"
Portage ,MI,"46,133"
Plainfield ,NJ,"46,126"
Chesterfield ,MO,"46,064"
Elmhurst ,IL,"46,013"
East Lansing ,MI,"45,857"
Cleveland Heights ,OH,"45,827"
Grand Island ,NE,"45,801"
Kokomo ,IN,"45,694"
Biloxi ,MS,"45,670"
Edina ,MN,"45,608"
Maricopa ,AZ,"45,571"
DeKalb ,IL,"45,497"
St. Louis Park ,MN,"45,465"
Olympia ,WA,"45,322"
Summerville,SC,"45,193"
Wauwatosa ,WI,"45,004"
Cedar Hill ,TX,"44,786"
Titusville ,FL,"44,756"
Binghamton ,NY,"44,729"
Bell Gardens ,CA,"44,692"
Danville ,VA,"44,660"
Texas City ,TX,"44,491"
Bountiful ,UT,"44,473"
Kingsport ,TN,"44,473"
Castle Rock,CO,"44,369"
Dublin ,CA,"44,297"
Southaven ,MS,"44,076"
Methuen ,MA,"44,055"
Huntersville,NC,"44,054"
Harrisonburg ,VA,"44,015"
Freeport,NY,"43,881"
La Quinta ,CA,"43,865"
Warren ,OH,"43,789"
Parker,CO,"43,767"
San Luis Obispo ,CA,"43,636"
Lincoln ,CA,"43,602"
Oro Valley,AZ,"43,465"
East Point ,GA,"43,418"
Coeur d'Alene ,ID,"43,360"
Sierra Vista ,AZ,"43,320"
Woonsocket ,RI,"43,268"
Lawrence ,IN,"43,247"
Covington ,KY,"43,235"
Moline ,IL,"43,088"
Buffalo Grove,IL,"42,972"
Lombard,IL,"42,890"
Attleboro ,MA,"42,833"
Hackensack ,NJ,"42,804"
Coral Gables ,FL,"42,781"
Bonita Springs ,FL,"42,730"
Prescott ,AZ,"42,697"
Ceres ,CA,"42,690"
Pittsfield ,MA,"42,652"
Farmington ,NM,"42,637"
Strongsville ,OH,"42,617"
Kannapolis ,NC,"42,521"
Commerce City ,CO,"42,473"
Fairfield ,OH,"42,384"
Caldwell ,ID,"42,331"
Draper ,UT,"42,317"
Oakland Park ,FL,"42,293"
Ankeny ,IA,"42,287"
The Colony ,TX,"42,281"
Concord ,NH,"42,255"
Bartlett,IL,"42,209"
Sayreville,NJ,"42,208"
Twin Falls ,ID,"42,197"
Noblesville ,IN,"42,155"
Fond du Lac ,WI,"42,025"
Crystal Lake ,IL,"41,797"
Blacksburg,VA,"41,796"
Newark ,CA,"41,781"
North Lauderdale ,FL,"41,772"
Chelsea ,MA,"41,577"
Aliso Viejo ,CA,"41,572"
Charlottesville ,VA,"41,487"
Hickory ,NC,"41,305"
Salem ,MA,"41,256"
Danville,CA,"41,182"
Casa Grande ,AZ,"41,152"
Rancho Palos Verdes ,CA,"41,106"
Lompoc ,CA,"41,099"
Belleville ,IL,"41,097"
Leominster ,MA,"41,055"
Wilkes-Barre ,PA,"40,932"
Midland ,MI,"40,917"
Hutchinson ,KS,"40,889"
Fort Pierce ,FL,"40,885"
Bullhead City ,AZ,"40,868"
Littleton ,CO,"40,777"
Jefferson City ,MO,"40,771"
Lacey ,WA,"40,702"
La Puente ,CA,"40,642"
Westfield ,MA,"40,608"
Hoboken ,NJ,"40,577"
Rohnert Park ,CA,"40,496"
San Gabriel ,CA,"40,445"
San Bruno ,CA,"40,315"
Fitchburg ,MA,"40,239"
Haltom City ,TX,"40,181"
Sammamish ,WA,"40,179"
Edmonds ,WA,"40,158"
Muskogee ,OK,"40,099"
York ,PA,"40,097"
El Centro ,CA,"40,083"
Carol Stream,IL,"40,004"
Columbus ,IN,"40,001"
Shelton ,CT,"39,991"
Quincy ,IL,"39,983"
Altamonte Springs ,FL,"39,947"
Holyoke ,MA,"39,947"
Beavercreek ,OH,"39,909"
Cleveland ,TN,"39,753"
Riverton ,UT,"39,751"
Hagerstown ,MD,"39,728"
Pflugerville ,TX,"39,653"
Urbana ,IL,"39,641"
Leesburg,VA,"39,641"
Spartanburg ,SC,"39,584"
Hot Springs ,AR,"39,467"
Bozeman ,MT,"39,442"
State College,PA,"39,419"
